iter	Logloss
402	0.3950848707
403	0.3950194709
404	0.3949528821
405	0.3948542881
406	0.3947760646
407	0.3946916008
408	0.3946365229
409	0.3945347373
410	0.3944763184
411	0.3943907134
412	0.3943177319
413	0.3941913382
414	0.3941403039
415	0.3940905762
416	0.394044342
417	0.3939304288
418	0.3938890203
419	0.3938066864
420	0.3936937428
421	0.3936083953
422	0.3935753218
423	0.3935066446
424	0.3934063244
425	0.3933206717
426	0.3932494799
427	0.3931427066
428	0.3930277665
429	0.3929789321
430	0.3928700161
431	0.3927755706
432	0.3926565901
433	0.3925729974
434	0.3925250117
435	0.3924479326
436	0.3924010468
437	0.3923469098
438	0.3922800636
439	0.3922231642
440	0.3921031698
441	0.3920486164
442	0.3919673443
443	0.3918838596
444	0.391788346
445	0.391662089
446	0.3915691344
447	0.391480217
448	0.3913980675
449	0.3913312817
450	0.3912735844
451	0.3911907037
452	0.3911242612
453	0.3910823949
454	0.3910329278
455	0.390943222
456	0.390890096
457	0.3907793236
458	0.3907230822
459	0.3906032467
460	0.3905522346
461	0.39044981
462	0.3903133297
463	0.3902378464
464	0.3901854801
465	0.3900859451
466	0.3900362905
467	0.389978234
468	0.3899143092
469	0.3898375511
470	0.3897998714
471	0.3896790441
472	0.3896033128
473	0.389550066
474	0.3894388517
475	0.3893799464
476	0.3892620627
477	0.3892071978
478	0.3891547171
479	0.3890692774
480	0.3889827315
481	0.3888708496
482	0.3887950738
483	0.3886866983
484	0.3886474673
485	0.3885468642
486	0.3884664154
487	0.3884069824
488	0.3883383973
489	0.3882556057
490	0.3881650988
491	0.3880869389
492	0.3880276998
493	0.3879551983
494	0.3879131413
495	0.3878694534
496	0.3877997239
497	0.3877240117
498	0.3876746686
499	0.3876183065
500	0.3875820827
501	0.3875220998
502	0.3874636428
503	0.3873938688
504	0.3873362446
505	0.3872902711
506	0.3872341156
507	0.3871448294
508	0.3870553589
509	0.3869856548
510	0.3869436328
511	0.3868670209
512	0.3868354289
513	0.3867797565
514	0.3867189407
515	0.3866601213
516	0.3866320165
517	0.3865531667
518	0.3864986992
519	0.3863891506
520	0.3863151487
521	0.3862517611
522	0.3861625735
523	0.3861154842
524	0.3860420354
525	0.3859239705
526	0.3858386898
527	0.3857763354
528	0.3857194042
529	0.3856552633
530	0.3856014283
531	0.3855224927
532	0.3854570993
533	0.3853932826
534	0.3853250631
535	0.3852542178
536	0.3851940187
537	0.385116876
538	0.3850541051
539	0.3850084368
540	0.3849628512
541	0.3849387074
542	0.3848187319
543	0.3847405338
544	0.3846841653
545	0.3846214199
546	0.3844987138
547	0.3844746749
548	0.3844275792
549	0.3843298848
550	0.3842762502
551	0.384200503
552	0.3840687021
553	0.3839975007
554	0.383943882
555	0.3838840008
556	0.3837790871
557	0.3837034829
558	0.3836403974
559	0.3835776107
560	0.3834956074
561	0.3834237989
562	0.3833771229
563	0.3833351103
564	0.3832400227
565	0.3831413873
566	0.3830797068
567	0.383014342
568	0.3829261684
569	0.3828715134
570	0.3828294945
571	0.3827861182
572	0.3827417119
573	0.3826637109
574	0.3826395416
575	0.382580169
576	0.3825326792
577	0.3824920654
578	0.3823576578
579	0.3822808679
580	0.3822620424
581	0.3822068914
582	0.3821844133
583	0.3821183554
584	0.3819968319
585	0.3819207923
586	0.3818763828
587	0.3817857615
588	0.3816810322
589	0.3816258812
590	0.3815863864
591	0.3815005557
592	0.3814784304
593	0.381418581
594	0.3813214874
595	0.3812161382
596	0.3811670431
597	0.3810777728
598	0.3810060151
599	0.3809388701
600	0.3808554713
601	0.3808218575
602	0.3807732042
603	0.3806801669
604	0.3806350962
605	0.3805739689
606	0.380499986
607	0.3804527632
608	0.3804337533
609	0.3803885555
610	0.3803530375
611	0.3802676582
612	0.3802278741
613	0.3801531474
614	0.3800507641
615	0.3799814733
616	0.3799618244
617	0.3798702621
618	0.3798026848
619	0.3796924591
620	0.3796511269
621	0.3796097851
622	0.379542799
623	0.3795060953
624	0.379450264
625	0.3793370565
626	0.3792644596
627	0.3792103513
628	0.3791331355
629	0.3790800826
630	0.3790160179
631	0.3789621703
632	0.378937966
633	0.378852342
634	0.378819774
635	0.3787452761
636	0.3786967723
637	0.378649327
638	0.3785792764
639	0.3784946187
640	0.378439134
641	0.3783580812
642	0.3783283806
643	0.3782772668
644	0.3782036877
645	0.3781303819
646	0.3780782223
647	0.3780374591
648	0.3779847622
649	0.3779577732
650	0.3778798803
651	0.3778411579
652	0.3777477105
653	0.3777103297
654	0.3776327292
655	0.3775195916
656	0.3774739297
657	0.3773831971
658	0.3773123423
659	0.3772574043
660	0.3771978728
661	0.3771450933
662	0.3771092033
663	0.3770453517
664	0.3769573943
665	0.376844991
666	0.3767481263
667	0.3766801834
668	0.3766288726
669	0.3765828609
670	0.3765560722
671	0.3765420818
672	0.3764937274
673	0.3764500046
674	0.3763600413
675	0.3762856134
676	0.3762259674
677	0.3761790085
678	0.3761497498
679	0.3761043231
680	0.376051108
681	0.3760069307
682	0.3759504922
683	0.3758578237
684	0.3757996527
685	0.3757344341
686	0.3756694158
687	0.3756084379
688	0.3755658118
689	0.3755047099
690	0.3754163678
691	0.3753665447
692	0.3752788607
693	0.375229346
694	0.3751844247
695	0.375127395
696	0.3750479539
697	0.3749803066
698	0.374915355
699	0.374850537
700	0.3748289903
701	0.374763689
702	0.3747395579
703	0.3746791712
704	0.3746332677
705	0.3745864964
706	0.3745432313
707	0.3744822725
708	0.3744191297
709	0.3743857352
710	0.3743297323
711	0.3742855326
712	0.3742412567
713	0.3741252391
714	0.3740384229
715	0.3739978441
716	0.3739157677
717	0.3738851452
718	0.3738249842
719	0.3738043181
720	0.3737524891
721	0.3736550236
722	0.373600076
723	0.3735304515
724	0.3734953372
725	0.373414615
726	0.3733735339
727	0.3733321889
728	0.373267978
729	0.3732388719
730	0.3731667741
731	0.3731237825
732	0.3730585194
733	0.3730158424
734	0.372972482
735	0.3729258792
736	0.3728662078
737	0.3727720229
738	0.3727213637
739	0.3726718585
740	0.3726361974
741	0.3725822385
742	0.3725177161
743	0.3724647935
744	0.3723242251
745	0.3722594166
746	0.3722030417
747	0.3721223513
748	0.3720979373
749	0.3720561632
750	0.3720076211
751	0.3719223626
752	0.3718907388
753	0.3718325837
754	0.3717765967
755	0.3717521763
756	0.3716804504
757	0.3716630681
758	0.3716046937
759	0.3715195402
760	0.3714552593
761	0.371407582
762	0.3713363457
763	0.3712433465
764	0.3711569246
765	0.3710662842
766	0.3710446135
767	0.3709953308
768	0.3709675153
769	0.3709331608
770	0.3708805402
771	0.3708089542
772	0.3707328955
773	0.3706700675
774	0.3706305631
775	0.370556167
776	0.3704993471
777	0.3704381275
778	0.370397768
779	0.3703346157
780	0.3702791214
781	0.3702277788
782	0.3701711305
783	0.3701077048
784	0.370052433
785	0.3700138823
786	0.3699774615
787	0.3699481169
788	0.3699143537
789	0.3698587132
790	0.3698062261
791	0.3697459857
792	0.369691445
793	0.3696269512
794	0.3696093718
795	0.369565169
796	0.3695258776
797	0.3694989586
798	0.3694113191
799	0.3693438721
800	0.3692958387
801	0.3692159017
802	0.3691709963
803	0.3690991243
804	0.3690714518
805	0.369001948
806	0.3689670022
807	0.3689460818
808	0.3688672956
809	0.3688373534
810	0.3687896347
811	0.3687271849
812	0.3686771965
813	0.3686223984
814	0.3685760943
815	0.3685449123
816	0.3684766388
817	0.368412447
818	0.368319273
819	0.3682865365
820	0.3682359091
821	0.3681479104
822	0.3681254228
823	0.3680341403
824	0.3679878648
825	0.367951444
826	0.3678731505
827	0.3678373241
828	0.3677968057
829	0.3677711805
830	0.3676973915
831	0.3676739597
832	0.3676162656
833	0.3675911331
834	0.3675314554
835	0.3674652735
836	0.3674301338
837	0.3674114927
838	0.3673791472
839	0.3673354626
840	0.3673133055
841	0.3672423744
842	0.3671688112
843	0.3671301301
844	0.3670753352
845	0.3669974136
846	0.3669753202
847	0.3669318994
848	0.3668489202
849	0.3667776903
850	0.3667487113
851	0.3666938051
852	0.3666716989
853	0.366635615
854	0.3666193835
855	0.3665557384
856	0.3665140088
857	0.366434714
858	0.3663810571
859	0.3663410632
860	0.3662463125
861	0.3661855316
862	0.3661273321
863	0.3660985661
864	0.3660588487
865	0.3660310364
866	0.3659686152
867	0.3659308688
868	0.3658944352
869	0.3658494504
870	0.3658030415
871	0.3657580853
872	0.3657134597
873	0.365668052
874	0.3656348578
875	0.3656144746
876	0.3655505625
877	0.3655228837
878	0.3654137389
879	0.3653952758
880	0.365338583
881	0.3652977594
882	0.3652406724
883	0.3651986027
884	0.365142746
885	0.3650758044
886	0.3649796454
887	0.3649244595
888	0.3648391946
889	0.3647931226
890	0.3647518921
891	0.3646806622
892	0.3646147537
893	0.3645257791
894	0.3645059458
895	0.3644249535
896	0.3643833256
897	0.3643161392
898	0.3642707062
899	0.3642157523
900	0.3641714541
901	0.3641180929
902	0.3640736294
903	0.3640469805
904	0.3639649455
905	0.363930467
906	0.3638780626
907	0.363791914
908	0.3637592793
909	0.3637309138
910	0.3636642011
911	0.363629605
912	0.3635604763
913	0.3634999434
914	0.3634479618
915	0.3633883158
916	0.3633517329
917	0.3632817841
918	0.3632478046
919	0.3631878726
920	0.3631198533
921	0.3630430698
922	0.3630026531
923	0.3629545307
924	0.3629161421
925	0.3628792858
926	0.3628424072
927	0.3628075981
928	0.3627284654
929	0.3626812935
930	0.3626189295
931	0.3625618331
932	0.3625464884
933	0.3624559879
934	0.3623851776
935	0.3623719756
936	0.3623627122
937	0.3623001194
938	0.3622578335
939	0.3621946589
940	0.3621758016
941	0.3621334712
942	0.3620736249
943	0.3620004336
944	0.3619589074
945	0.361886336
946	0.361780084
947	0.3617104657
948	0.3616393503
949	0.3616026815
950	0.3615690676
951	0.3615214284
952	0.3614586258
953	0.361405468
954	0.3613689518
955	0.3613134257
956	0.3612531853
957	0.3612028376
958	0.3611097082
959	0.3610547797
960	0.3609810797
961	0.3609548092
962	0.3609127776
963	0.360847079
964	0.3607958698
965	0.3607105255
966	0.3606756115
967	0.3606005573
968	0.36052598
969	0.3605023034
970	0.3604615752
971	0.3603786151
972	0.3603122584
973	0.3602756214
974	0.3602169228
975	0.360168136
976	0.3601122284
977	0.3600683816
978	0.3600333182
979	0.3599661986
980	0.3599404907
981	0.3598746395
982	0.3598086421
983	0.3597086525
984	0.3596357663
985	0.3595877012
986	0.3595201874
987	0.3594828097
988	0.3594245275
989	0.3593064912
990	0.3592605718
991	0.3591791471
992	0.35913366
993	0.3590713819
994	0.3589776611
995	0.3589399624
996	0.3589215406
997	0.3588636398
998	0.3588227495
999	0.3587828795
